"go_id","term_name"
"GO:0042438","melanin biosynthetic process"
"GO:0042445","hormone metabolic process"
"GO:0042462","eye photoreceptor cell development"
"GO:0042472","inner ear morphogenesis"
"GO:0042474","middle ear morphogenesis"
"GO:0042475","odontogenesis of dentin-containing tooth"
"GO:0042476","odontogenesis"
"GO:0042491","inner ear auditory receptor cell differentiation"
"GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein"
"GO:0042542","response to hydrogen peroxide"
"GO:0042551","neuron maturation"
"GO:0042552","myelination"
"GO:0042554","superoxide anion generation"
"GO:0042572","retinol metabolic process"
"GO:0042573","retinoic acid metabolic process"
"GO:0042574","retinal metabolic process"
"GO:0042593","glucose homeostasis"
"GO:0042594","response to starvation"
"GO:0042632","cholesterol homeostasis"
"GO:0042692","muscle cell differentiation"
"GO:0042711","maternal behavior"
"GO:0042730","fibrinolysis"
"GO:0042733","embryonic digit morphogenesis"
"GO:0042742","defense response to bacterium"
"GO:0042744","hydrogen peroxide catabolic process"
"GO:0042752","regulation of circadian rhythm"
"GO:0042753","positive regulation of circadian rhythm"
"GO:0042755","eating behavior"
"GO:0042759","long-chain fatty acid biosynthetic process"
"GO:0042770","signal transduction in response to DNA damage"
"GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator"
"GO:0042776","proton motive force-driven mitochondrial ATP synthesis"
"GO:0042789","mRNA transcription by RNA polymerase II"
"GO:0042797","tRNA transcription by RNA polymerase III"
"GO:0042832","defense response to protozoan"
"GO:0042908","xenobiotic transport"
"GO:0042953","lipoprotein transport"
"GO:0042981","regulation of apoptotic process"
"GO:0042982","amyloid precursor protein metabolic process"
"GO:0042987","amyloid precursor protein catabolic process"
"GO:0043001","Golgi to plasma membrane protein transport"
"GO:0043010","camera-type eye development"
"GO:0043011","myeloid dendritic cell differentiation"
"GO:0043029","T cell homeostasis"
"GO:0043032","positive regulation of macrophage activation"
"GO:0043065","positive regulation of apoptotic process"
"GO:0043068","positive regulation of programmed cell death"
"GO:0043069","negative regulation of programmed cell death"
"GO:0043085","positive regulation of catalytic activity"
"GO:0043086","negative regulation of catalytic activity"
"GO:0043087","regulation of GTPase activity"
"GO:0043113","receptor clustering"
"GO:0043114","regulation of vascular permeability"
"GO:0043116","negative regulation of vascular permeability"
"GO:0043122","regulation of canonical NF-kappaB signal transduction"
"GO:0043123","positive regulation of canonical NF-kappaB signal transduction"
"GO:0043124","negative regulation of canonical NF-kappaB signal transduction"
"GO:0043129","surfactant homeostasis"
"GO:0043149","stress fiber assembly"
"GO:0043153","entrainment of circadian clock by photoperiod"
"GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process"
"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process"
"GO:0043162","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway"
"GO:0043171","peptide catabolic process"
"GO:0043200","response to amino acid"
"GO:0043249","erythrocyte maturation"
"GO:0043252","sodium-independent organic anion transport"
"GO:0043254","regulation of protein-containing complex assembly"
"GO:0043268","positive regulation of potassium ion transport"
"GO:0043276","anoikis"
"GO:0043277","apoptotic cell clearance"
"GO:0043278","response to morphine"
"GO:0043279","response to alkaloid"
"GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process"
"GO:0043303","mast cell degranulation"
"GO:0043306","positive regulation of mast cell degranulation"
"GO:0043328","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway"
"GO:0043330","response to exogenous dsRNA"
"GO:0043388","positive regulation of DNA binding"
"GO:0043392","negative regulation of DNA binding"
"GO:0043401","steroid hormone receptor signaling pathway"
"GO:0043403","skeletal muscle tissue regeneration"
"GO:0043406","positive regulation of MAP kinase activity"
"GO:0043407","negative regulation of MAP kinase activity"
"GO:0043408","regulation of MAPK cascade"
"GO:0043409","negative regulation of MAPK cascade"
"GO:0043410","positive regulation of MAPK cascade"
"GO:0043433","negative regulation of DNA-binding transcription factor activity"
"GO:0043434","response to peptide hormone"
"GO:0043473","pigmentation"
"GO:0043484","regulation of RNA splicing"
"GO:0043488","regulation of mRNA stability"
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction"
"GO:0043507","positive regulation of JUN kinase activity"
"GO:0043517","positive regulation of DNA damage response, signal transduction by p53 class mediator"
"GO:0043518","negative regulation of DNA damage response, signal transduction by p53 class mediator"
"GO:0043523","regulation of neuron apoptotic process"
"GO:0043524","negative regulation of neuron apoptotic process"
"GO:0043525","positive regulation of neuron apoptotic process"
"GO:0043534","blood vessel endothelial cell migration"
"GO:0043536","positive regulation of blood vessel endothelial cell migration"
"GO:0043537","negative regulation of blood vessel endothelial cell migration"
"GO:0043542","endothelial cell migration"
"GO:0043547","positive regulation of GTPase activity"
"GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway"
"GO:0043588","skin development"
"GO:0043589","skin morphogenesis"
"GO:0043616","keratinocyte proliferation"
"GO:0043627","response to estrogen"
"GO:0043647","inositol phosphate metabolic process"
"GO:0043651","linoleic acid metabolic process"
"GO:0043687","post-translational protein modification"
"GO:0043691","reverse cholesterol transport"
"GO:0043923","positive regulation by host of viral transcription"
"GO:0043931","ossification involved in bone maturation"
"GO:0043950","positive regulation of cAMP-mediated signaling"
"GO:0044027","negative regulation of gene expression via chromosomal CpG island methylation"
"GO:0044029","positive regulation of gene expression via chromosomal CpG island demethylation"
"GO:0044255","cellular lipid metabolic process"
"GO:0044314","protein K27-linked ubiquitination"
"GO:0044319","wound healing, spreading of cells"
"GO:0044331","cell-cell adhesion mediated by cadherin"
"GO:0044342","type B pancreatic cell proliferation"
"GO:0044344","cellular response to fibroblast growth factor stimulus"
"GO:0044346","fibroblast apoptotic process"
"GO:0044458","motile cilium assembly"
"GO:0044782","cilium organization"
"GO:0044790","suppression of viral release by host"
"GO:0044794","positive regulation by host of viral process"
"GO:0044818","mitotic G2/M transition checkpoint"
"GO:0044849","estrous cycle"
"GO:0045019","negative regulation of nitric oxide biosynthetic process"
"GO:0045022","early endosome to late endosome transport"
"GO:0045039","protein insertion into mitochondrial inner membrane"
"GO:0045047","protein targeting to ER"
"GO:0045050","protein insertion into ER membrane by stop-transfer membrane-anchor sequence"
"GO:0045055","regulated exocytosis"
"GO:0045056","transcytosis"
"GO:0045059","positive thymic T cell selection"
"GO:0045060","negative thymic T cell selection"
"GO:0045070","positive regulation of viral genome replication"
"GO:0045071","negative regulation of viral genome replication"
"GO:0045088","regulation of innate immune response"
"GO:0045089","positive regulation of innate immune response"
"GO:0045104","intermediate filament cytoskeleton organization"
"GO:0045109","intermediate filament organization"
"GO:0045116","protein neddylation"
"GO:0045165","cell fate commitment"
"GO:0045176","apical protein localization"
"GO:0045184","establishment of protein localization"
"GO:0045190","isotype switching"
"GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity"
"GO:0045198","establishment of epithelial cell apical/basal polarity"
"GO:0045214","sarcomere organization"
"GO:0045216","cell-cell junction organization"
"GO:0045292","mRNA cis splicing, via spliceosome"
"GO:0045332","phospholipid translocation"
"GO:0045333","cellular respiration"
"GO:0045348","positive regulation of MHC class II biosynthetic process"
"GO:0045429","positive regulation of nitric oxide biosynthetic process"
"GO:0045444","fat cell differentiation"
"GO:0045445","myoblast differentiation"
"GO:0045446","endothelial cell differentiation"
"GO:0045453","bone resorption"
"GO:0045454","cell redox homeostasis"
"GO:0045471","response to ethanol"
"GO:0045475","locomotor rhythm"
"GO:0045494","photoreceptor cell maintenance"
"GO:0045542","positive regulation of cholesterol biosynthetic process"
"GO:0045577","regulation of B cell differentiation"
"GO:0045579","positive regulation of B cell differentiation"
"GO:0045580","regulation of T cell differentiation"
"GO:0045582","positive regulation of T cell differentiation"
"GO:0045591","positive regulation of regulatory T cell differentiation"
"GO:0045595","regulation of cell differentiation"
"GO:0045596","negative regulation of cell differentiation"
"GO:0045597","positive regulation of cell differentiation"
"GO:0045598","regulation of fat cell differentiation"
"GO:0045599","negative regulation of fat cell differentiation"
"GO:0045600","positive regulation of fat cell differentiation"
"GO:0045616","regulation of keratinocyte differentiation"
"GO:0045618","positive regulation of keratinocyte differentiation"
"GO:0045638","negative regulation of myeloid cell differentiation"
"GO:0045648","positive regulation of erythrocyte differentiation"
"GO:0045651","positive regulation of macrophage differentiation"
"GO:0045653","negative regulation of megakaryocyte differentiation"
"GO:0045662","negative regulation of myoblast differentiation"
"GO:0045663","positive regulation of myoblast differentiation"
"GO:0045664","regulation of neuron differentiation"
"GO:0045665","negative regulation of neuron differentiation"
"GO:0045666","positive regulation of neuron differentiation"
"GO:0045668","negative regulation of osteoblast differentiation"
"GO:0045669","positive regulation of osteoblast differentiation"
"GO:0045671","negative regulation of osteoclast differentiation"
"GO:0045672","positive regulation of osteoclast differentiation"
"GO:0045717","negative regulation of fatty acid biosynthetic process"
"GO:0045722","positive regulation of gluconeogenesis"
"GO:0045723","positive regulation of fatty acid biosynthetic process"
"GO:0045724","positive regulation of cilium assembly"
"GO:0045725","positive regulation of glycogen biosynthetic process"
"GO:0045727","positive regulation of translation"
"GO:0045730","respiratory burst"
"GO:0045732","positive regulation of protein catabolic process"
"GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity"
"GO:0045737","positive regulation of cyclin-dependent protein serine/threonine kinase activity"
"GO:0045739","positive regulation of DNA repair"
"GO:0045740","positive regulation of DNA replication"
"GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway"
"GO:0045744","negative regulation of G protein-coupled receptor signaling pathway"
"GO:0045745","positive regulation of G protein-coupled receptor signaling pathway"
"GO:0045746","negative regulation of Notch signaling pathway"
"GO:0045747","positive regulation of Notch signaling pathway"
"GO:0045765","regulation of angiogenesis"
"GO:0045766","positive regulation of angiogenesis"
"GO:0045773","positive regulation of axon extension"
"GO:0045776","negative regulation of blood pressure"
"GO:0045777","positive regulation of blood pressure"
"GO:0045778","positive regulation of ossification"
"GO:0045779","negative regulation of bone resorption"
"GO:0045780","positive regulation of bone resorption"
"GO:0045785","positive regulation of cell adhesion"
"GO:0045786","negative regulation of cell cycle"
"GO:0045787","positive regulation of cell cycle"
"GO:0045793","positive regulation of cell size"
"GO:0045806","negative regulation of endocytosis"
"GO:0045807","positive regulation of endocytosis"
"GO:0045814","negative regulation of gene expression, epigenetic"
"GO:0045815","transcription initiation-coupled chromatin remodeling"
"GO:0045820","negative regulation of glycolytic process"
"GO:0045821","positive regulation of glycolytic process"
"GO:0045824","negative regulation of innate immune response"
"GO:0045830","positive regulation of isotype switching"
"GO:0045840","positive regulation of mitotic nuclear division"
"GO:0045842","positive regulation of mitotic metaphase/anaphase transition"
"GO:0045860","positive regulation of protein kinase activity"
"GO:0045861","negative regulation of proteolysis"
"GO:0045862","positive regulation of proteolysis"
"GO:0045869","negative regulation of single stranded viral RNA replication via double stranded DNA intermediate"
"GO:0045879","negative regulation of smoothened signaling pathway"
"GO:0045880","positive regulation of smoothened signaling pathway"
"GO:0045907","positive regulation of vasoconstriction"
"GO:0045910","negative regulation of DNA recombination"
"GO:0045921","positive regulation of exocytosis"
"GO:0045926","negative regulation of growth"
"GO:0045930","negative regulation of mitotic cell cycle"
"GO:0045931","positive regulation of mitotic cell cycle"
"GO:0045943","positive regulation of transcription by RNA polymerase I"
"GO:0045945","positive regulation of transcription by RNA polymerase III"
"GO:0045947","negative regulation of translational initiation"
"GO:0045948","positive regulation of translational initiation"
"GO:0045954","positive regulation of natural killer cell mediated cytotoxicity"
"GO:0045956","positive regulation of calcium ion-dependent exocytosis"
"GO:0045987","positive regulation of smooth muscle contraction"
"GO:0045995","regulation of embryonic development"
"GO:0046007","negative regulation of activated T cell proliferation"
"GO:0046034","ATP metabolic process"
"GO:0046037","GMP metabolic process"
"GO:0046323","D-glucose import"
"GO:0046325","negative regulation of D-glucose import"
"GO:0046326","positive regulation of D-glucose import"
"GO:0046328","regulation of JNK cascade"
"GO:0046329","negative regulation of JNK cascade"
"GO:0046330","positive regulation of JNK cascade"
"GO:0046339","diacylglycerol metabolic process"
"GO:0046415","urate metabolic process"
"GO:0046426","negative regulation of receptor signaling pathway via JAK-STAT"
"GO:0046427","positive regulation of receptor signaling pathway via JAK-STAT"
"GO:0046470","phosphatidylcholine metabolic process"
"GO:0046475","glycerophospholipid catabolic process"
"GO:0046488","phosphatidylinositol metabolic process"
"GO:0046512","sphingosine biosynthetic process"
"GO:0046513","ceramide biosynthetic process"
"GO:0046549","retinal cone cell development"
"GO:0046579","positive regulation of Ras protein signal transduction"
"GO:0046580","negative regulation of Ras protein signal transduction"
"GO:0046597","negative regulation of viral entry into host cell"
"GO:0046627","negative regulation of insulin receptor signaling pathway"
"GO:0046628","positive regulation of insulin receptor signaling pathway"
"GO:0046676","negative regulation of insulin secretion"
"GO:0046677","response to antibiotic"
"GO:0046685","response to arsenic-containing substance"
"GO:0046686","response to cadmium ion"
"GO:0046697","decidualization"
"GO:0046716","muscle cell cellular homeostasis"
"GO:0046718","symbiont entry into host cell"
"GO:0046761","viral budding from plasma membrane"
"GO:0046777","protein autophosphorylation"
"GO:0046785","microtubule polymerization"
"GO:0046825","regulation of protein export from nucleus"
"GO:0046827","positive regulation of protein export from nucleus"
"GO:0046835","carbohydrate phosphorylation"
"GO:0046839","phospholipid dephosphorylation"
"GO:0046847","filopodium assembly"
"GO:0046849","bone remodeling"
"GO:0046854","phosphatidylinositol phosphate biosynthetic process"
"GO:0046856","phosphatidylinositol dephosphorylation"
"GO:0046889","positive regulation of lipid biosynthetic process"
"GO:0046902","regulation of mitochondrial membrane permeability"
"GO:0046907","intracellular transport"
"GO:0046928","regulation of neurotransmitter secretion"
"GO:0047496","vesicle transport along microtubule"
"GO:0048008","platelet-derived growth factor receptor signaling pathway"
"GO:0048009","insulin-like growth factor receptor signaling pathway"
"GO:0048010","vascular endothelial growth factor receptor signaling pathway"
"GO:0048011","neurotrophin TRK receptor signaling pathway"
"GO:0048013","ephrin receptor signaling pathway"
"GO:0048015","phosphatidylinositol-mediated signaling"
"GO:0048024","regulation of mRNA splicing, via spliceosome"
"GO:0048025","negative regulation of mRNA splicing, via spliceosome"
"GO:0048026","positive regulation of mRNA splicing, via spliceosome"
"GO:0048041","focal adhesion assembly"
"GO:0048143","astrocyte activation"
"GO:0048144","fibroblast proliferation"
"GO:0048146","positive regulation of fibroblast proliferation"
"GO:0048147","negative regulation of fibroblast proliferation"
"GO:0048148","behavioral response to cocaine"
"GO:0048167","regulation of synaptic plasticity"
"GO:0048168","regulation of neuronal synaptic plasticity"
"GO:0048169","regulation of long-term neuronal synaptic plasticity"
"GO:0048208","COPII vesicle coating"
"GO:0048240","sperm capacitation"
"GO:0048245","eosinophil chemotaxis"
"GO:0048246","macrophage chemotaxis"
"GO:0048251","elastic fiber assembly"
"GO:0048255","mRNA stabilization"
"GO:0048260","positive regulation of receptor-mediated endocytosis"
"GO:0048265","response to pain"
"GO:0048266","behavioral response to pain"
"GO:0048268","clathrin coat assembly"
"GO:0048278","vesicle docking"
"GO:0048286","lung alveolus development"
"GO:0048304","positive regulation of isotype switching to IgG isotypes"
"GO:0048384","retinoic acid receptor signaling pathway"
"GO:0048388","endosomal lumen acidification"
"GO:0048468","cell development"
"GO:0048469","cell maturation"
"GO:0048477","oogenesis"
"GO:0048484","enteric nervous system development"
"GO:0048485","sympathetic nervous system development"
"GO:0048488","synaptic vesicle endocytosis"
"GO:0048489","synaptic vesicle transport"
"GO:0048490","anterograde synaptic vesicle transport"
"GO:0048511","rhythmic process"
"GO:0048513","animal organ development"
"GO:0048514","blood vessel morphogenesis"
"GO:0048535","lymph node development"
"GO:0048536","spleen development"
"GO:0048538","thymus development"
"GO:0048545","response to steroid hormone"
"GO:0048546","digestive tract morphogenesis"
"GO:0048557","embryonic digestive tract morphogenesis"
"GO:0048565","digestive tract development"
"GO:0048566","embryonic digestive tract development"
"GO:0048568","embryonic organ development"
"GO:0048589","developmental growth"
"GO:0048593","camera-type eye morphogenesis"
"GO:0048596","embryonic camera-type eye morphogenesis"
"GO:0048598","embryonic morphogenesis"
"GO:0048599","oocyte development"
"GO:0048661","positive regulation of smooth muscle cell proliferation"
"GO:0048662","negative regulation of smooth muscle cell proliferation"
"GO:0048663","neuron fate commitment"
"GO:0048665","neuron fate specification"
"GO:0048666","neuron development"
"GO:0048668","collateral sprouting"
"GO:0048671","negative regulation of collateral sprouting"
"GO:0048675","axon extension"
"GO:0048678","response to axon injury"
"GO:0048681","negative regulation of axon regeneration"
"GO:0048701","embryonic cranial skeleton morphogenesis"
"GO:0048704","embryonic skeletal system morphogenesis"
"GO:0048705","skeletal system morphogenesis"
"GO:0048706","embryonic skeletal system development"
"GO:0048708","astrocyte differentiation"
"GO:0048709","oligodendrocyte differentiation"
"GO:0048711","positive regulation of astrocyte differentiation"
"GO:0048714","positive regulation of oligodendrocyte differentiation"
"GO:0048715","negative regulation of oligodendrocyte differentiation"
"GO:0048738","cardiac muscle tissue development"
"GO:0048741","skeletal muscle fiber development"
"GO:0048745","smooth muscle tissue development"
"GO:0048754","branching morphogenesis of an epithelial tube"
"GO:0048771","tissue remodeling"
"GO:0048812","neuron projection morphogenesis"
"GO:0048813","dendrite morphogenesis"
"GO:0048814","regulation of dendrite morphogenesis"
"GO:0048821","erythrocyte development"
"GO:0048839","inner ear development"
"GO:0048844","artery morphogenesis"
"GO:0048854","brain morphogenesis"
"GO:0048863","stem cell differentiation"
"GO:0048870","cell motility"
"GO:0048872","homeostasis of number of cells"
"GO:0048873","homeostasis of number of cells within a tissue"
"GO:0048935","peripheral nervous system neuron development"
"GO:0050427","3'-phosphoadenosine 5'-phosphosulfate metabolic process"
"GO:0050435","amyloid-beta metabolic process"
"GO:0050482","arachidonate secretion"
"GO:0050673","epithelial cell proliferation"
"GO:0050678","regulation of epithelial cell proliferation"
"GO:0050679","positive regulation of epithelial cell proliferation"
"GO:0050680","negative regulation of epithelial cell proliferation"
"GO:0050684","regulation of mRNA processing"
"GO:0050687","negative regulation of defense response to virus"
"GO:0050709","negative regulation of protein secretion"
"GO:0050714","positive regulation of protein secretion"
"GO:0050727","regulation of inflammatory response"
"GO:0050728","negative regulation of inflammatory response"
"GO:0050729","positive regulation of inflammatory response"
"GO:0050730","regulation of peptidyl-tyrosine phosphorylation"
"GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation"
"GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation"
"GO:0050765","negative regulation of phagocytosis"
"GO:0050766","positive regulation of phagocytosis"
"GO:0050767","regulation of neurogenesis"
"GO:0050768","negative regulation of neurogenesis"
"GO:0050769","positive regulation of neurogenesis"
"GO:0050770","regulation of axonogenesis"
"GO:0050772","positive regulation of axonogenesis"
"GO:0050773","regulation of dendrite development"
"GO:0050775","positive regulation of dendrite morphogenesis"
"GO:0050776","regulation of immune response"
"GO:0050777","negative regulation of immune response"
"GO:0050778","positive regulation of immune response"
"GO:0050795","regulation of behavior"
"GO:0050796","regulation of insulin secretion"
"GO:0050804","modulation of chemical synaptic transmission"
"GO:0050806","positive regulation of synaptic transmission"
"GO:0050807","regulation of synapse organization"
"GO:0050808","synapse organization"
"GO:0050821","protein stabilization"
"GO:0050829","defense response to Gram-negative bacterium"
"GO:0050830","defense response to Gram-positive bacterium"
"GO:0050832","defense response to fungus"
"GO:0050847","progesterone receptor signaling pathway"
"GO:0050848","regulation of calcium-mediated signaling"
"GO:0050850","positive regulation of calcium-mediated signaling"
"GO:0050852","T cell receptor signaling pathway"
"GO:0050853","B cell receptor signaling pathway"
"GO:0050860","negative regulation of T cell receptor signaling pathway"
"GO:0050862","positive regulation of T cell receptor signaling pathway"
"GO:0050868","negative regulation of T cell activation"
"GO:0050870","positive regulation of T cell activation"
"GO:0050872","white fat cell differentiation"
"GO:0050873","brown fat cell differentiation"
"GO:0050884","neuromuscular process controlling posture"
"GO:0050885","neuromuscular process controlling balance"
"GO:0050890","cognition"
"GO:0050891","multicellular organismal-level water homeostasis"
"GO:0050892","intestinal absorption"
"GO:0050900","leukocyte migration"
"GO:0050901","leukocyte tethering or rolling"
"GO:0050905","neuromuscular process"
"GO:0050908","detection of light stimulus involved in visual perception"
"GO:0050909","sensory perception of taste"
"GO:0050910","detection of mechanical stimulus involved in sensory perception of sound"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell"
"GO:0050918","positive chemotaxis"
"GO:0050919","negative chemotaxis"
"GO:0050921","positive regulation of chemotaxis"
"GO:0050927","positive regulation of positive chemotaxis"
"GO:0050930","induction of positive chemotaxis"
"GO:0050965","detection of temperature stimulus involved in sensory perception of pain"
"GO:0050966","detection of mechanical stimulus involved in sensory perception of pain"
"GO:0050982","detection of mechanical stimulus"
"GO:0050995","negative regulation of lipid catabolic process"
"GO:0051014","actin filament severing"
"GO:0051016","barbed-end actin filament capping"
"GO:0051017","actin filament bundle assembly"
"GO:0051028","mRNA transport"
"GO:0051044","positive regulation of membrane protein ectodomain proteolysis"
"GO:0051056","regulation of small GTPase mediated signal transduction"
"GO:0051085","chaperone cofactor-dependent protein refolding"
"GO:0051090","regulation of DNA-binding transcription factor activity"
"GO:0051091","positive regulation of DNA-binding transcription factor activity"
"GO:0051092","positive regulation of NF-kappaB transcription factor activity"
"GO:0051123","RNA polymerase II preinitiation complex assembly"
"GO:0051131","chaperone-mediated protein complex assembly"
"GO:0051145","smooth muscle cell differentiation"
"GO:0051146","striated muscle cell differentiation"
"GO:0051149","positive regulation of muscle cell differentiation"
"GO:0051156","glucose 6-phosphate metabolic process"
"GO:0051168","nuclear export"
"GO:0051209","release of sequestered calcium ion into cytosol"
"GO:0051216","cartilage development"
"GO:0051225","spindle assembly"
"GO:0051247","positive regulation of protein metabolic process"
"GO:0051258","protein polymerization"
"GO:0051259","protein complex oligomerization"
"GO:0051260","protein homooligomerization"
"GO:0051262","protein tetramerization"
"GO:0051276","chromosome organization"
"GO:0051279","regulation of release of sequestered calcium ion into cytosol"
"GO:0051281","positive regulation of release of sequestered calcium ion into cytosol"
"GO:0051289","protein homotetramerization"
"GO:0051290","protein heterotetramerization"
"GO:0051291","protein heterooligomerization"
"GO:0051298","centrosome duplication"
"GO:0051301","cell division"
"GO:0051302","regulation of cell division"
"GO:0051310","metaphase chromosome alignment"
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore"
"GO:0051321","meiotic cell cycle"
"GO:0051382","kinetochore assembly"
"GO:0051384","response to glucocorticoid"
"GO:0051402","neuron apoptotic process"
"GO:0051403","stress-activated MAPK cascade"
"GO:0051412","response to corticosterone"
"GO:0051445","regulation of meiotic cell cycle"
"GO:0051450","myoblast proliferation"
"GO:0051452","intracellular pH reduction"
"GO:0051453","regulation of intracellular pH"
"GO:0051457","maintenance of protein location in nucleus"
"GO:0051480","regulation of cytosolic calcium ion concentration"
"GO:0051481","negative regulation of cytosolic calcium ion concentration"
"GO:0051489","regulation of filopodium assembly"
"GO:0051491","positive regulation of filopodium assembly"
"GO:0051492","regulation of stress fiber assembly"
"GO:0051493","regulation of cytoskeleton organization"
"GO:0051496","positive regulation of stress fiber assembly"
"GO:0051497","negative regulation of stress fiber assembly"
"GO:0051560","mitochondrial calcium ion homeostasis"
"GO:0051591","response to cAMP"
"GO:0051592","response to calcium ion"
"GO:0051602","response to electrical stimulus"
"GO:0051603","proteolysis involved in protein catabolic process"
"GO:0051604","protein maturation"
"GO:0051607","defense response to virus"
"GO:0051642","centrosome localization"
"GO:0051649","establishment of localization in cell"
"GO:0051693","actin filament capping"
"GO:0051726","regulation of cell cycle"
"GO:0051764","actin crosslink formation"
"GO:0051770","positive regulation of nitric-oxide synthase biosynthetic process"
"GO:0051775","response to redox state"
"GO:0051781","positive regulation of cell division"
"GO:0051865","protein autoubiquitination"
"GO:0051881","regulation of mitochondrial membrane potential"
"GO:0051893","regulation of focal adhesion assembly"
"GO:0051894","positive regulation of focal adhesion assembly"
"GO:0051895","negative regulation of focal adhesion assembly"
"GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction"
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction"
"GO:0051898","negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction"
"GO:0051899","membrane depolarization"
"GO:0051918","negative regulation of fibrinolysis"
"GO:0051923","sulfation"
"GO:0051924","regulation of calcium ion transport"
"GO:0051926","negative regulation of calcium ion transport"
"GO:0051928","positive regulation of calcium ion transport"
"GO:0051930","regulation of sensory perception of pain"
"GO:0051932","synaptic transmission, GABAergic"
"GO:0051963","regulation of synapse assembly"
"GO:0051965","positive regulation of synapse assembly"
"GO:0051966","regulation of synaptic transmission, glutamatergic"
"GO:0051968","positive regulation of synaptic transmission, glutamatergic"
"GO:0051984","positive regulation of chromosome segregation"
"GO:0055001","muscle cell development"
"GO:0055007","cardiac muscle cell differentiation"
"GO:0055010","ventricular cardiac muscle tissue morphogenesis"
"GO:0055013","cardiac muscle cell development"
"GO:0055062","phosphate ion homeostasis"
"GO:0055074","calcium ion homeostasis"
"GO:0055075","potassium ion homeostasis"
"GO:0055078","sodium ion homeostasis"
"GO:0055085","transmembrane transport"
"GO:0055088","lipid homeostasis"
"GO:0055089","fatty acid homeostasis"
"GO:0055091","phospholipid homeostasis"
"GO:0055093","response to hyperoxia"
"GO:0055117","regulation of cardiac muscle contraction"
"GO:0055119","relaxation of cardiac muscle"
"GO:0060009","Sertoli cell development"
"GO:0060020","Bergmann glial cell differentiation"
"GO:0060021","roof of mouth development"
"GO:0060037","pharyngeal system development"
"GO:0060038","cardiac muscle cell proliferation"
"GO:0060041","retina development in camera-type eye"
"GO:0060044","negative regulation of cardiac muscle cell proliferation"
"GO:0060045","positive regulation of cardiac muscle cell proliferation"
"GO:0060047","heart contraction"
"GO:0060048","cardiac muscle contraction"
"GO:0060052","neurofilament cytoskeleton organization"
"GO:0060065","uterus development"
"GO:0060068","vagina development"
"GO:0060070","canonical Wnt signaling pathway"
"GO:0060071","Wnt signaling pathway, planar cell polarity pathway"
"GO:0060074","synapse maturation"
"GO:0060075","regulation of resting membrane potential"
"GO:0060078","regulation of postsynaptic membrane potential"
"GO:0060079","excitatory postsynaptic potential"
"GO:0060088","auditory receptor cell stereocilium organization"
"GO:0060122","inner ear receptor cell stereocilium organization"
"GO:0060135","maternal process involved in female pregnancy"
"GO:0060155","platelet dense granule organization"
"GO:0060173","limb development"
"GO:0060213","positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"
"GO:0060216","definitive hemopoiesis"
"GO:0060218","hematopoietic stem cell differentiation"
"GO:0060236","regulation of mitotic spindle organization"
"GO:0060252","positive regulation of glial cell proliferation"
"GO:0060261","positive regulation of transcription initiation by RNA polymerase II"
"GO:0060271","cilium assembly"
"GO:0060272","embryonic skeletal joint morphogenesis"
"GO:0060285","cilium-dependent cell motility"
"GO:0060287","epithelial cilium movement involved in determination of left/right asymmetry"
"GO:0060291","long-term synaptic potentiation"
"GO:0060292","long-term synaptic depression"
"GO:0060294","cilium movement involved in cell motility"
"GO:0060306","regulation of membrane repolarization"
"GO:0060307","regulation of ventricular cardiac muscle cell membrane repolarization"
"GO:0060317","cardiac epithelial to mesenchymal transition"
"GO:0060322","head development"
"GO:0060324","face development"
"GO:0060325","face morphogenesis"
"GO:0060326","cell chemotaxis"
"GO:0060333","type II interferon-mediated signaling pathway"
"GO:0060337","type I interferon-mediated signaling pathway"
"GO:0060339","negative regulation of type I interferon-mediated signaling pathway"
"GO:0060340","positive regulation of type I interferon-mediated signaling pathway"
"GO:0060347","heart trabecula formation"
"GO:0060348","bone development"
"GO:0060349","bone morphogenesis"
"GO:0060379","cardiac muscle cell myoblast differentiation"
"GO:0060382","regulation of DNA strand elongation"
"GO:0060384","innervation"
"GO:0060391","positive regulation of SMAD protein signal transduction"
